event_id,org_id,admin_email,user_id,event_type,event_date,event_time,session_id,platform,feature_module,duration_sec
EVT-0010392,536d76e2,admin@company053.co,536d76-U01,api_call,2025-03-04,10:06:04,SES-757535,mobile_ios,Analytics,566
EVT-0010393,536d76e2,admin@company053.co,536d76-U03,api_call,2025-03-04,15:16:09,SES-532931,web,Dashboard,324
EVT-0010394,536d76e2,admin@company053.co,536d76-U04,dashboard_view,2025-03-04,20:10:04,SES-905193,mobile_android,Reports,488
EVT-0010395,536d76e2,admin@company053.co,536d76-U03,feature_used,2025-03-04,18:12:15,SES-843556,web,Analytics,30
EVT-0010396,536d76e2,admin@company053.co,536d76-U04,dashboard_view,2025-03-04,09:55:41,SES-808634,web,Settings,571
EVT-0010397,536d76e2,admin@company053.co,536d76-U03,report_generated,2025-03-04,17:44:42,SES-936982,mobile_android,Dashboard,557
EVT-0010398,536d76e2,admin@company053.co,536d76-U01,report_generated,2025-03-04,21:45:12,SES-342226,mobile_ios,Reports,250
EVT-0010399,536d76e2,admin@company053.co,536d76-U03,api_call,2025-03-04,18:16:43,SES-491812,mobile_android,Reports,576
EVT-0010400,536d76e2,admin@company053.co,536d76-U02,api_call,2025-03-04,12:25:03,SES-572263,mobile_ios,Integrations,77
EVT-0010401,536d76e2,admin@company053.co,536d76-U04,session_start,2025-03-04,16:54:07,SES-432195,mobile_ios,Dashboard,451
EVT-0010402,536d76e2,admin@company053.co,536d76-U01,export_data,2025-03-04,20:38:27,SES-889252,web,Users,323
EVT-0010403,536d76e2,admin@company053.co,536d76-U04,integration_connected,2025-03-04,22:48:07,SES-995619,web,Dashboard,194
EVT-0010404,536d76e2,admin@company053.co,536d76-U03,report_generated,2025-03-04,13:35:16,SES-512498,mobile_ios,Integrations,600
EVT-0010405,536d76e2,admin@company053.co,536d76-U02,export_data,2025-03-04,11:50:51,SES-455277,mobile_android,Analytics,463
EVT-0010406,536d76e2,admin@company053.co,536d76-U04,api_call,2025-03-04,20:45:23,SES-301599,mobile_ios,Integrations,281
EVT-0010407,536d76e2,admin@company053.co,536d76-U01,api_call,2025-03-04,19:55:17,SES-877155,mobile_android,Settings,156
EVT-0010408,536d76e2,admin@company053.co,536d76-U04,report_generated,2025-03-03,16:01:39,SES-245602,mobile_android,Settings,80
EVT-0010409,536d76e2,admin@company053.co,536d76-U03,login,2025-03-03,08:54:43,SES-398756,mobile_android,Dashboard,58
EVT-0010410,536d76e2,admin@company053.co,536d76-U04,session_start,2025-03-03,16:06:30,SES-347405,mobile_android,Analytics,526
EVT-0010411,536d76e2,admin@company053.co,536d76-U03,feature_used,2025-03-03,19:21:09,SES-383747,mobile_ios,Reports,122
EVT-0010412,536d76e2,admin@company053.co,536d76-U04,settings_changed,2025-03-03,22:10:41,SES-136228,web,Analytics,534
EVT-0010413,536d76e2,admin@company053.co,536d76-U01,api_call,2025-03-03,10:49:43,SES-972128,mobile_ios,Dashboard,580
EVT-0010414,536d76e2,admin@company053.co,536d76-U03,report_generated,2025-03-03,09:46:58,SES-185698,web,Analytics,378
EVT-0010415,536d76e2,admin@company053.co,536d76-U03,user_invited,2025-03-03,11:12:15,SES-689345,web,Users,489
EVT-0010416,536d76e2,admin@company053.co,536d76-U03,report_generated,2025-03-03,15:26:58,SES-721857,web,Analytics,483
EVT-0010417,536d76e2,admin@company053.co,536d76-U04,login,2025-03-03,22:24:39,SES-774648,web,Users,342
EVT-0010418,536d76e2,admin@company053.co,536d76-U02,export_data,2025-03-03,15:03:43,SES-229535,web,Settings,237
EVT-0010419,536d76e2,admin@company053.co,536d76-U04,integration_connected,2025-03-03,22:04:57,SES-372284,web,Settings,261
EVT-0010420,536d76e2,admin@company053.co,536d76-U04,report_generated,2025-03-03,17:24:45,SES-833047,web,Dashboard,324
EVT-0010421,536d76e2,admin@company053.co,536d76-U03,report_generated,2025-03-03,09:37:02,SES-920359,web,Settings,490
EVT-0010422,536d76e2,admin@company053.co,536d76-U01,report_generated,2025-03-03,13:34:50,SES-978089,mobile_ios,Analytics,307
EVT-0010423,536d76e2,admin@company053.co,536d76-U04,user_invited,2025-03-03,20:03:32,SES-789231,web,Users,32
EVT-0010424,536d76e2,admin@company053.co,536d76-U04,export_data,2025-03-03,13:57:17,SES-540716,web,Analytics,504
EVT-0010425,536d76e2,admin@company053.co,536d76-U04,settings_changed,2025-03-02,08:40:55,SES-594081,mobile_android,Integrations,363
EVT-0010426,536d76e2,admin@company053.co,536d76-U04,settings_changed,2025-03-02,12:53:48,SES-723137,web,Dashboard,352
EVT-0010427,536d76e2,admin@company053.co,536d76-U02,export_data,2025-03-02,12:34:56,SES-628322,mobile_android,Integrations,331
EVT-0010428,536d76e2,admin@company053.co,536d76-U03,user_invited,2025-03-02,16:03:00,SES-231530,web,Analytics,458
EVT-0010429,536d76e2,admin@company053.co,536d76-U04,settings_changed,2025-03-02,14:23:12,SES-172203,mobile_android,Users,387
EVT-0010430,536d76e2,admin@company053.co,536d76-U03,session_start,2025-03-02,14:08:43,SES-803603,mobile_android,Dashboard,135
EVT-0010431,536d76e2,admin@company053.co,536d76-U02,export_data,2025-03-02,12:42:07,SES-984345,web,Integrations,251
EVT-0010432,536d76e2,admin@company053.co,536d76-U03,export_data,2025-03-02,18:55:30,SES-124573,web,Settings,353
EVT-0010433,536d76e2,admin@company053.co,536d76-U02,user_invited,2025-03-02,21:39:51,SES-537060,mobile_ios,Settings,369
EVT-0010434,536d76e2,admin@company053.co,536d76-U02,session_start,2025-03-02,09:24:41,SES-738375,web,Reports,274
EVT-0010435,536d76e2,admin@company053.co,536d76-U04,api_call,2025-03-02,20:38:14,SES-346549,web,Settings,405
EVT-0010436,536d76e2,admin@company053.co,536d76-U04,dashboard_view,2025-03-02,14:13:39,SES-626288,mobile_ios,Integrations,111
EVT-0010437,536d76e2,admin@company053.co,536d76-U01,feature_used,2025-03-02,10:49:49,SES-255993,mobile_ios,Analytics,183
EVT-0010438,536d76e2,admin@company053.co,536d76-U03,feature_used,2025-03-02,12:33:07,SES-466285,web,Reports,320
EVT-0010439,536d76e2,admin@company053.co,536d76-U04,login,2025-03-02,18:24:54,SES-337902,web,Users,541
EVT-0010440,536d76e2,admin@company053.co,536d76-U01,api_call,2025-03-02,13:22:17,SES-280273,web,Settings,7
EVT-0010441,536d76e2,admin@company053.co,536d76-U02,session_start,2025-03-02,20:40:55,SES-514000,web,Analytics,502
EVT-0010442,536d76e2,admin@company053.co,536d76-U03,session_start,2025-03-02,20:48:13,SES-455116,web,Settings,105
EVT-0010443,536d76e2,admin@company053.co,536d76-U04,feature_used,2025-03-02,10:13:57,SES-635703,web,Analytics,471
EVT-0010444,536d76e2,admin@company053.co,536d76-U03,dashboard_view,2025-03-02,09:15:19,SES-686670,mobile_android,Dashboard,466
EVT-0010445,536d76e2,admin@company053.co,536d76-U04,api_call,2025-03-01,09:00:15,SES-295438,web,Reports,172
EVT-0010446,536d76e2,admin@company053.co,536d76-U03,login,2025-03-01,09:31:14,SES-811923,web,Integrations,89
EVT-0010447,536d76e2,admin@company053.co,536d76-U03,session_start,2025-03-01,19:55:40,SES-437794,mobile_ios,Reports,71
EVT-0010448,536d76e2,admin@company053.co,536d76-U02,settings_changed,2025-03-01,18:26:31,SES-362375,web,Users,9
EVT-0010449,536d76e2,admin@company053.co,536d76-U03,login,2025-03-01,12:15:28,SES-675417,web,Dashboard,76
EVT-0010450,536d76e2,admin@company053.co,536d76-U01,session_start,2025-03-01,13:33:29,SES-852690,web,Settings,56
EVT-0010451,536d76e2,admin@company053.co,536d76-U04,export_data,2025-03-01,12:02:23,SES-946541,web,Reports,42
EVT-0010452,536d76e2,admin@company053.co,536d76-U01,integration_connected,2025-03-01,15:11:14,SES-692830,mobile_ios,Reports,196
EVT-0010453,536d76e2,admin@company053.co,536d76-U04,session_start,2025-03-01,09:32:10,SES-337780,web,Analytics,423
EVT-0010454,536d76e2,admin@company053.co,536d76-U04,dashboard_view,2025-03-01,14:08:38,SES-708124,mobile_android,Users,568
EVT-0010455,536d76e2,admin@company053.co,536d76-U01,feature_used,2025-03-01,20:21:19,SES-682750,web,Dashboard,306
EVT-0010456,536d76e2,admin@company053.co,536d76-U02,export_data,2025-03-01,11:22:52,SES-263122,web,Dashboard,420
EVT-0010457,536d76e2,admin@company053.co,536d76-U01,report_generated,2025-03-01,11:42:40,SES-276158,mobile_ios,Settings,318
EVT-0010458,536d76e2,admin@company053.co,536d76-U04,api_call,2025-03-01,15:36:08,SES-617798,web,Integrations,363
EVT-0010459,536d76e2,admin@company053.co,536d76-U03,dashboard_view,2025-03-01,11:29:03,SES-318770,mobile_ios,Users,600
EVT-0010460,536d76e2,admin@company053.co,536d76-U04,session_start,2025-03-01,15:55:53,SES-668495,web,Integrations,511
EVT-0010461,536d76e2,admin@company053.co,536d76-U03,dashboard_view,2025-03-01,15:32:26,SES-594189,web,Integrations,225
EVT-0010462,536d76e2,admin@company053.co,536d76-U04,session_start,2025-03-01,11:36:19,SES-874091,mobile_ios,Settings,194
EVT-0010463,536d76e2,admin@company053.co,536d76-U01,report_generated,2025-03-01,08:13:57,SES-431807,web,Analytics,68
EVT-0010464,536d76e2,admin@company053.co,536d76-U03,api_call,2025-03-01,22:06:07,SES-971390,mobile_ios,Settings,546
EVT-0010465,536d76e2,admin@company053.co,536d76-U02,api_call,2025-02-28,21:59:50,SES-715990,web,Reports,80
EVT-0010466,536d76e2,admin@company053.co,536d76-U02,api_call,2025-02-28,14:12:43,SES-792023,mobile_ios,Integrations,143
EVT-0010467,536d76e2,admin@company053.co,536d76-U02,integration_connected,2025-02-28,19:43:44,SES-904412,web,Users,290
EVT-0010468,536d76e2,admin@company053.co,536d76-U02,feature_used,2025-02-28,19:51:07,SES-146557,mobile_ios,Analytics,480
EVT-0010469,536d76e2,admin@company053.co,536d76-U02,api_call,2025-02-27,22:21:53,SES-836004,web,Analytics,260
EVT-0010470,536d76e2,admin@company053.co,536d76-U01,dashboard_view,2025-02-27,14:17:53,SES-143903,mobile_ios,Analytics,238
EVT-0010471,536d76e2,admin@company053.co,536d76-U04,user_invited,2025-02-27,10:07:07,SES-653954,web,Settings,42
EVT-0010472,536d76e2,admin@company053.co,536d76-U03,export_data,2025-02-27,21:58:32,SES-716623,web,Analytics,316
EVT-0010473,536d76e2,admin@company053.co,536d76-U02,dashboard_view,2025-02-27,17:57:36,SES-949393,web,Reports,5
EVT-0010474,536d76e2,admin@company053.co,536d76-U04,report_generated,2025-02-27,21:16:59,SES-401296,web,Integrations,328
EVT-0010475,536d76e2,admin@company053.co,536d76-U01,dashboard_view,2025-02-27,18:57:26,SES-917921,mobile_android,Users,303
EVT-0010476,536d76e2,admin@company053.co,536d76-U01,integration_connected,2025-02-27,21:01:38,SES-742256,mobile_ios,Settings,343
EVT-0010477,536d76e2,admin@company053.co,536d76-U04,api_call,2025-02-27,21:05:04,SES-778908,web,Dashboard,232
EVT-0010478,536d76e2,admin@company053.co,536d76-U01,integration_connected,2025-02-27,11:53:11,SES-730296,web,Analytics,270
EVT-0010479,536d76e2,admin@company053.co,536d76-U02,session_start,2025-02-27,10:57:47,SES-642435,web,Reports,217
EVT-0010480,536d76e2,admin@company053.co,536d76-U03,session_start,2025-02-27,21:25:15,SES-390797,mobile_android,Reports,444
EVT-0010481,536d76e2,admin@company053.co,536d76-U02,settings_changed,2025-02-27,21:28:06,SES-723086,web,Integrations,101
EVT-0010482,536d76e2,admin@company053.co,536d76-U04,integration_connected,2025-02-27,22:10:28,SES-806721,mobile_android,Users,208
EVT-0010483,536d76e2,admin@company053.co,536d76-U04,report_generated,2025-02-26,18:16:56,SES-110640,web,Settings,298
EVT-0010484,536d76e2,admin@company053.co,536d76-U01,login,2025-02-26,22:44:10,SES-796853,mobile_ios,Users,299
EVT-0010485,536d76e2,admin@company053.co,536d76-U04,settings_changed,2025-02-25,22:55:47,SES-759318,mobile_android,Users,469
EVT-0010486,536d76e2,admin@company053.co,536d76-U04,integration_connected,2025-02-25,09:31:09,SES-607648,mobile_android,Users,325
EVT-0010487,536d76e2,admin@company053.co,536d76-U02,session_start,2025-02-24,09:08:13,SES-767050,mobile_android,Dashboard,345
EVT-0010488,536d76e2,admin@company053.co,536d76-U04,settings_changed,2025-02-24,12:06:16,SES-715101,web,Analytics,36
EVT-0010489,536d76e2,admin@company053.co,536d76-U01,integration_connected,2025-02-24,17:00:13,SES-687485,web,Dashboard,17
EVT-0010490,536d76e2,admin@company053.co,536d76-U02,login,2025-02-24,17:10:08,SES-805983,web,Dashboard,211
EVT-0010491,536d76e2,admin@company053.co,536d76-U04,settings_changed,2025-02-24,12:23:24,SES-545268,web,Analytics,50
EVT-0010492,536d76e2,admin@company053.co,536d76-U04,user_invited,2025-02-24,17:20:35,SES-155649,mobile_ios,Integrations,282
EVT-0010493,536d76e2,admin@company053.co,536d76-U01,user_invited,2025-02-24,14:53:19,SES-426418,mobile_android,Dashboard,73
EVT-0010494,536d76e2,admin@company053.co,536d76-U03,feature_used,2025-02-24,09:31:42,SES-705687,web,Users,242
EVT-0010495,536d76e2,admin@company053.co,536d76-U01,login,2025-02-24,10:33:32,SES-312503,mobile_ios,Integrations,134
EVT-0010496,536d76e2,admin@company053.co,536d76-U03,settings_changed,2025-02-23,13:20:48,SES-143302,mobile_android,Dashboard,180
EVT-0010497,536d76e2,admin@company053.co,536d76-U02,api_call,2025-02-23,08:12:45,SES-611569,mobile_ios,Dashboard,35
EVT-0010498,536d76e2,admin@company053.co,536d76-U01,login,2025-02-23,09:00:56,SES-444953,mobile_android,Integrations,595
EVT-0010499,536d76e2,admin@company053.co,536d76-U04,feature_used,2025-02-23,17:03:14,SES-858382,mobile_android,Dashboard,390
EVT-0010500,536d76e2,admin@company053.co,536d76-U03,settings_changed,2025-02-23,10:42:09,SES-975650,web,Settings,421
EVT-0010501,536d76e2,admin@company053.co,536d76-U02,api_call,2025-02-23,14:36:31,SES-711807,mobile_android,Integrations,244
EVT-0010502,536d76e2,admin@company053.co,536d76-U03,api_call,2025-02-23,21:59:20,SES-749817,mobile_android,Reports,374
EVT-0010503,536d76e2,admin@company053.co,536d76-U04,report_generated,2025-02-23,10:51:57,SES-798277,web,Users,91
EVT-0010504,536d76e2,admin@company053.co,536d76-U03,report_generated,2025-02-23,20:43:25,SES-134951,mobile_ios,Users,473
EVT-0010505,536d76e2,admin@company053.co,536d76-U03,api_call,2025-02-23,09:20:29,SES-434472,web,Analytics,41
EVT-0010506,536d76e2,admin@company053.co,536d76-U01,integration_connected,2025-02-23,12:19:29,SES-477251,web,Reports,272
EVT-0010507,536d76e2,admin@company053.co,536d76-U03,feature_used,2025-02-23,11:30:43,SES-697771,mobile_ios,Integrations,43
EVT-0010508,536d76e2,admin@company053.co,536d76-U01,report_generated,2025-02-23,20:00:51,SES-816569,web,Reports,535
EVT-0010509,536d76e2,admin@company053.co,536d76-U04,login,2025-02-23,15:33:49,SES-706064,mobile_android,Users,74
EVT-0010510,536d76e2,admin@company053.co,536d76-U04,api_call,2025-02-23,19:55:48,SES-345991,web,Users,141
EVT-0010511,536d76e2,admin@company053.co,536d76-U03,login,2025-02-23,17:45:06,SES-925008,mobile_ios,Users,374
EVT-0010512,536d76e2,admin@company053.co,536d76-U04,export_data,2025-02-23,10:11:09,SES-293196,web,Users,143
EVT-0010513,536d76e2,admin@company053.co,536d76-U04,login,2025-02-23,09:29:57,SES-476341,mobile_ios,Reports,407
EVT-0010514,536d76e2,admin@company053.co,536d76-U02,report_generated,2025-02-23,08:58:57,SES-743825,web,Reports,284
EVT-0010515,536d76e2,admin@company053.co,536d76-U02,settings_changed,2025-02-22,16:12:41,SES-751080,web,Users,433
EVT-0010516,536d76e2,admin@company053.co,536d76-U01,api_call,2025-02-22,12:49:21,SES-525207,mobile_android,Reports,453
EVT-0010517,536d76e2,admin@company053.co,536d76-U03,feature_used,2025-02-22,11:01:08,SES-841539,web,Users,302
EVT-0010518,536d76e2,admin@company053.co,536d76-U03,feature_used,2025-02-22,19:28:05,SES-381710,mobile_android,Settings,244
EVT-0010519,536d76e2,admin@company053.co,536d76-U02,session_start,2025-02-22,19:46:03,SES-753020,web,Analytics,253
EVT-0010520,536d76e2,admin@company053.co,536d76-U04,login,2025-02-22,09:33:13,SES-966512,web,Settings,273
EVT-0010521,536d76e2,admin@company053.co,536d76-U02,dashboard_view,2025-02-21,14:37:18,SES-769707,mobile_android,Dashboard,252
EVT-0010522,536d76e2,admin@company053.co,536d76-U03,dashboard_view,2025-02-21,16:33:07,SES-898376,mobile_ios,Users,462
EVT-0010523,536d76e2,admin@company053.co,536d76-U03,dashboard_view,2025-02-20,13:57:03,SES-249156,web,Integrations,415
EVT-0010524,536d76e2,admin@company053.co,536d76-U03,integration_connected,2025-02-20,17:35:08,SES-190139,mobile_ios,Analytics,378
EVT-0010525,536d76e2,admin@company053.co,536d76-U01,feature_used,2025-02-20,14:48:15,SES-636492,mobile_android,Analytics,570
EVT-0010526,536d76e2,admin@company053.co,536d76-U01,api_call,2025-02-20,13:19:58,SES-108197,web,Analytics,204
EVT-0010527,536d76e2,admin@company053.co,536d76-U02,integration_connected,2025-02-20,11:23:20,SES-446037,mobile_ios,Reports,464
EVT-0010528,536d76e2,admin@company053.co,536d76-U02,login,2025-02-20,20:56:45,SES-887032,mobile_ios,Settings,21
EVT-0010529,536d76e2,admin@company053.co,536d76-U01,user_invited,2025-02-20,19:48:18,SES-991170,web,Analytics,182
EVT-0010530,536d76e2,admin@company053.co,536d76-U02,integration_connected,2025-02-20,17:31:51,SES-358798,mobile_android,Settings,53
EVT-0010531,536d76e2,admin@company053.co,536d76-U04,dashboard_view,2025-02-20,08:24:45,SES-945813,web,Analytics,92
EVT-0010532,536d76e2,admin@company053.co,536d76-U02,login,2025-02-20,11:08:10,SES-321352,web,Reports,368
EVT-0010533,536d76e2,admin@company053.co,536d76-U03,export_data,2025-02-20,11:44:31,SES-855763,mobile_ios,Dashboard,217
EVT-0010534,536d76e2,admin@company053.co,536d76-U04,integration_connected,2025-02-20,14:02:50,SES-244185,mobile_android,Settings,324
EVT-0010535,536d76e2,admin@company053.co,536d76-U01,report_generated,2025-02-20,09:54:25,SES-331199,web,Dashboard,326
EVT-0010536,536d76e2,admin@company053.co,536d76-U04,report_generated,2025-02-20,10:14:58,SES-751154,mobile_android,Reports,290
EVT-0010537,536d76e2,admin@company053.co,536d76-U03,export_data,2025-02-20,17:27:46,SES-872263,web,Integrations,394
EVT-0010538,536d76e2,admin@company053.co,536d76-U04,session_start,2025-02-19,11:37:55,SES-183191,web,Dashboard,102
EVT-0010539,536d76e2,admin@company053.co,536d76-U03,login,2025-02-19,19:29:04,SES-758109,web,Integrations,84
EVT-0010540,536d76e2,admin@company053.co,536d76-U04,integration_connected,2025-02-19,11:44:55,SES-457985,mobile_ios,Users,69
EVT-0010541,9da0365b,admin@company054.io,9da036-U01,session_start,2025-03-17,10:35:14,SES-785884,mobile_ios,Reports,283
EVT-0010542,9da0365b,admin@company054.io,9da036-U03,settings_changed,2025-03-17,18:38:21,SES-109423,web,Dashboard,179
EVT-0010543,9da0365b,admin@company054.io,9da036-U11,api_call,2025-03-17,08:03:46,SES-951741,mobile_android,Dashboard,544
EVT-0010544,9da0365b,admin@company054.io,9da036-U07,dashboard_view,2025-03-17,18:20:28,SES-789992,mobile_android,Integrations,600
EVT-0010545,9da0365b,admin@company054.io,9da036-U04,report_generated,2025-03-17,12:25:45,SES-752037,mobile_android,Users,277
EVT-0010546,9da0365b,admin@company054.io,9da036-U10,report_generated,2025-03-17,16:58:37,SES-554525,web,Integrations,581
EVT-0010547,9da0365b,admin@company054.io,9da036-U07,api_call,2025-03-16,08:06:11,SES-844947,mobile_android,Settings,588
EVT-0010548,9da0365b,admin@company054.io,9da036-U10,export_data,2025-03-16,21:03:02,SES-435777,mobile_ios,Settings,417
EVT-0010549,9da0365b,admin@company054.io,9da036-U05,report_generated,2025-03-16,19:18:39,SES-385214,mobile_ios,Reports,580
EVT-0010550,9da0365b,admin@company054.io,9da036-U03,api_call,2025-03-16,09:57:32,SES-301026,web,Dashboard,377
EVT-0010551,9da0365b,admin@company054.io,9da036-U02,report_generated,2025-03-16,14:25:50,SES-867035,web,Settings,554
EVT-0010552,9da0365b,admin@company054.io,9da036-U03,feature_used,2025-03-16,10:38:29,SES-294233,web,Reports,449
EVT-0010553,9da0365b,admin@company054.io,9da036-U10,login,2025-03-16,16:25:27,SES-120246,web,Reports,416
EVT-0010554,9da0365b,admin@company054.io,9da036-U04,dashboard_view,2025-03-16,14:22:54,SES-150324,web,Users,189
EVT-0010555,9da0365b,admin@company054.io,9da036-U05,login,2025-03-16,12:42:00,SES-885962,web,Dashboard,104
EVT-0010556,9da0365b,admin@company054.io,9da036-U08,user_invited,2025-03-16,08:42:43,SES-746888,mobile_android,Analytics,210
EVT-0010557,9da0365b,admin@company054.io,9da036-U08,feature_used,2025-03-16,15:53:39,SES-327080,mobile_android,Dashboard,27
EVT-0010558,9da0365b,admin@company054.io,9da036-U05,feature_used,2025-03-16,21:01:17,SES-964177,web,Analytics,561
EVT-0010559,9da0365b,admin@company054.io,9da036-U07,user_invited,2025-03-16,19:19:31,SES-879173,mobile_android,Reports,377
EVT-0010560,9da0365b,admin@company054.io,9da036-U10,settings_changed,2025-03-16,11:00:44,SES-830271,web,Reports,137
EVT-0010561,9da0365b,admin@company054.io,9da036-U07,session_start,2025-03-16,12:07:20,SES-355860,mobile_ios,Dashboard,207
EVT-0010562,9da0365b,admin@company054.io,9da036-U02,api_call,2025-03-16,15:51:59,SES-113422,mobile_ios,Analytics,567
EVT-0010563,9da0365b,admin@company054.io,9da036-U03,report_generated,2025-03-16,09:48:26,SES-245484,mobile_ios,Integrations,232
EVT-0010564,9da0365b,admin@company054.io,9da036-U03,report_generated,2025-03-16,12:00:45,SES-917880,mobile_ios,Users,21
EVT-0010565,9da0365b,admin@company054.io,9da036-U11,feature_used,2025-03-16,12:36:12,SES-656572,web,Dashboard,86
EVT-0010566,9da0365b,admin@company054.io,9da036-U07,report_generated,2025-03-16,22:15:54,SES-894240,web,Dashboard,141
EVT-0010567,9da0365b,admin@company054.io,9da036-U08,settings_changed,2025-03-15,12:56:01,SES-247025,web,Reports,220
EVT-0010568,9da0365b,admin@company054.io,9da036-U03,report_generated,2025-03-15,15:27:54,SES-121459,web,Integrations,189
EVT-0010569,9da0365b,admin@company054.io,9da036-U02,session_start,2025-03-15,09:59:26,SES-938709,mobile_ios,Integrations,43
EVT-0010570,9da0365b,admin@company054.io,9da036-U07,settings_changed,2025-03-15,11:57:40,SES-636811,mobile_ios,Dashboard,69
EVT-0010571,9da0365b,admin@company054.io,9da036-U03,session_start,2025-03-15,17:32:27,SES-523128,web,Analytics,534
EVT-0010572,9da0365b,admin@company054.io,9da036-U11,login,2025-03-15,13:32:15,SES-940355,web,Integrations,467
EVT-0010573,9da0365b,admin@company054.io,9da036-U07,session_start,2025-03-15,08:50:42,SES-410580,mobile_android,Reports,328
EVT-0010574,9da0365b,admin@company054.io,9da036-U01,feature_used,2025-03-15,15:14:47,SES-214611,mobile_ios,Integrations,246
EVT-0010575,9da0365b,admin@company054.io,9da036-U08,feature_used,2025-03-15,13:15:13,SES-468414,mobile_ios,Users,50
EVT-0010576,9da0365b,admin@company054.io,9da036-U10,integration_connected,2025-03-15,22:41:57,SES-785769,web,Reports,178
EVT-0010577,9da0365b,admin@company054.io,9da036-U11,settings_changed,2025-03-15,18:40:47,SES-359781,web,Users,340
EVT-0010578,9da0365b,admin@company054.io,9da036-U01,user_invited,2025-03-15,17:48:33,SES-910711,mobile_ios,Dashboard,254
EVT-0010579,9da0365b,admin@company054.io,9da036-U04,api_call,2025-03-15,17:01:10,SES-439671,mobile_ios,Settings,96
EVT-0010580,9da0365b,admin@company054.io,9da036-U11,report_generated,2025-03-15,15:34:00,SES-967607,mobile_android,Settings,262
EVT-0010581,9da0365b,admin@company054.io,9da036-U05,api_call,2025-03-15,13:41:26,SES-949948,mobile_android,Integrations,390
EVT-0010582,9da0365b,admin@company054.io,9da036-U09,session_start,2025-03-15,10:25:47,SES-624574,mobile_ios,Users,328
EVT-0010583,9da0365b,admin@company054.io,9da036-U02,report_generated,2025-03-15,15:49:56,SES-155359,web,Analytics,545
EVT-0010584,9da0365b,admin@company054.io,9da036-U04,user_invited,2025-03-15,08:25:14,SES-938019,mobile_android,Analytics,333
EVT-0010585,9da0365b,admin@company054.io,9da036-U05,integration_connected,2025-03-14,14:45:21,SES-208973,mobile_ios,Dashboard,96
EVT-0010586,9da0365b,admin@company054.io,9da036-U05,report_generated,2025-03-14,22:14:44,SES-664239,mobile_android,Analytics,318
EVT-0010587,9da0365b,admin@company054.io,9da036-U06,login,2025-03-14,17:19:07,SES-335673,web,Reports,368
EVT-0010588,9da0365b,admin@company054.io,9da036-U09,dashboard_view,2025-03-14,12:45:02,SES-188867,web,Analytics,129
EVT-0010589,9da0365b,admin@company054.io,9da036-U10,login,2025-03-14,13:02:42,SES-417436,mobile_ios,Users,179
EVT-0010590,9da0365b,admin@company054.io,9da036-U11,api_call,2025-03-14,09:26:19,SES-432660,web,Users,545
EVT-0010591,9da0365b,admin@company054.io,9da036-U02,login,2025-03-14,18:46:25,SES-834281,web,Dashboard,370
EVT-0010592,9da0365b,admin@company054.io,9da036-U02,session_start,2025-03-14,15:50:09,SES-518212,web,Dashboard,284
EVT-0010593,9da0365b,admin@company054.io,9da036-U06,integration_connected,2025-03-14,14:23:53,SES-678502,web,Dashboard,510
EVT-0010594,9da0365b,admin@company054.io,9da036-U07,api_call,2025-03-14,10:44:46,SES-984346,mobile_ios,Integrations,264
EVT-0010595,9da0365b,admin@company054.io,9da036-U06,session_start,2025-03-14,15:08:09,SES-150279,mobile_ios,Analytics,128
EVT-0010596,9da0365b,admin@company054.io,9da036-U11,dashboard_view,2025-03-14,14:01:01,SES-246763,mobile_android,Integrations,313
EVT-0010597,9da0365b,admin@company054.io,9da036-U07,feature_used,2025-03-13,15:56:31,SES-554019,web,Integrations,186
EVT-0010598,9da0365b,admin@company054.io,9da036-U01,report_generated,2025-03-13,17:52:29,SES-521286,web,Settings,462
EVT-0010599,9da0365b,admin@company054.io,9da036-U06,integration_connected,2025-03-13,21:23:42,SES-916380,mobile_android,Integrations,309
EVT-0010600,9da0365b,admin@company054.io,9da036-U04,dashboard_view,2025-03-13,18:43:38,SES-298641,mobile_android,Settings,460
EVT-0010601,9da0365b,admin@company054.io,9da036-U02,dashboard_view,2025-03-13,14:10:51,SES-475649,web,Dashboard,188
EVT-0010602,9da0365b,admin@company054.io,9da036-U03,session_start,2025-03-13,21:14:48,SES-685939,mobile_android,Reports,593
EVT-0010603,9da0365b,admin@company054.io,9da036-U11,dashboard_view,2025-03-13,16:30:40,SES-713259,web,Users,483
EVT-0010604,9da0365b,admin@company054.io,9da036-U06,session_start,2025-03-13,20:15:40,SES-576105,web,Settings,367
EVT-0010605,9da0365b,admin@company054.io,9da036-U02,export_data,2025-03-13,09:49:55,SES-919063,mobile_ios,Integrations,393
EVT-0010606,9da0365b,admin@company054.io,9da036-U03,login,2025-03-13,15:04:13,SES-995365,mobile_ios,Settings,482
EVT-0010607,9da0365b,admin@company054.io,9da036-U11,api_call,2025-03-13,13:19:40,SES-765431,web,Settings,271
EVT-0010608,9da0365b,admin@company054.io,9da036-U06,export_data,2025-03-13,17:13:17,SES-188865,web,Reports,228
EVT-0010609,9da0365b,admin@company054.io,9da036-U07,settings_changed,2025-03-13,21:26:44,SES-289852,mobile_ios,Analytics,389
EVT-0010610,9da0365b,admin@company054.io,9da036-U10,user_invited,2025-03-13,15:44:09,SES-854988,web,Settings,277
